entity,season_type,playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
skaters,regular,8481004,2025,Josiah Slavin,CAR,L,5on5,2,1547.0,32.0,0.3,0.52,0.53,0.6,0.5,0.57,0.51,6.0,2.05,0.14,0.15,0.5,0.08,1.3,0.84,0.12,0.15,0.13,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,4.46,3.0,3.35,0.0,0.03,0.0,0.0,0.17,0.18,0.16,32.0,2.0,2.0,5.0,23.0,4.0,6.0,6.0,16.0,1.0,0.0,4061.0,2.0,0.0,0.0,1.0,12.21,0.89,0.86,0.98,0.95,6.0,11.0,8.0,25.0,0.0,2.0,0.0,15.0,1.0,1.0,0.49,0.11,0.29,0.0,0.0,0.0,28.16,17.0,18.93,0.15,0.31,0.31,0.73,0.8,0.77,8.98,0.82,0.81,0.75,0.75,8.0,5.0,4.0,17.0,0.0,1.0,0.0,11.0,1.0,1.0,0.43,0.08,0.31,0.0,0.0,0.0,15.31,13.0,11.81,0.13,0.31,0.31,0.65,0.59,0.59,3.39,2.97,69.0,68.0,0.0,0.04,0.0,2.0,0.0,1.0
skaters,regular,8481004,2025,Josiah Slavin,CAR,L,4on5,2,217.0,4.0,0.3,0.0,0.22,0.25,0.24,0.0,0.29,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.1,0.1,0.1,0.1,2.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.03,0.0,0.0,0.13,0.13,0.13,0.29,1.01,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8481004,2025,Josiah Slavin,CAR,L,5on4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8480336,2025,Sean Walker,CAR,D,other,81,4578.0,65.0,50.77,0.61,0.57,0.52,0.6,0.51,0.58,148.0,5.07,1.89,0.31,1.01,0.2,2.03,1.55,1.84,1.89,1.84,3.0,2.0,4.0,3.0,7.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,6.0,2.0,4.0,0.0,10.0,0.0,3.0,3.0,1.0,3.0,0.11,0.1,1.69,0.0,0.0,1.0,14.0,7.0,7.0,2.0,0.08,0.0,0.26,1.71,1.71,1.68,65.0,17.0,15.0,11.0,22.0,5.0,6.0,12.0,42.0,0.0,0.0,5866.0,4.0,0.0,0.0,10.0,49.99,15.72,15.07,15.72,15.07,39.0,30.0,31.0,100.0,14.0,3.0,0.0,33.0,12.0,24.0,1.36,1.28,13.08,1.0,3.0,10.0,100.0,69.0,69.0,0.8,1.57,1.57,14.97,14.97,14.64,45.22,10.1,9.52,10.1,9.52,41.0,24.0,26.0,91.0,11.0,6.0,1.0,35.0,17.0,13.0,1.41,2.18,6.5,3.0,3.0,5.0,91.0,65.0,65.0,0.99,1.73,1.73,9.37,9.37,8.99,19.04,14.48,180.0,122.0,0.16,0.0,3.0,0.0,1.0,0.0
skaters,regular,8480336,2025,Sean Walker,CAR,D,all,81,106007.0,2193.0,70.07,0.54,0.57,0.59,0.6,0.58,0.59,200.0,187.57,9.71,9.67,55.24,6.34,102.33,78.7,9.42,9.79,9.49,10.0,12.0,179.0,83.0,187.0,449.0,31.0,9.0,24.0,0.0,58.0,0.0,83.0,88.0,170.0,253.0,28.0,59.0,0.0,141.0,33.0,96.0,240.0,18.0,4.0,5.6,2.17,1.94,6.0,2.0,1.0,455.36,262.0,266.19,56.0,2.0,3.87,1.03,10.69,10.79,10.52,2193.0,286.0,267.0,342.0,1298.0,353.0,241.0,336.0,1263.0,0.0,0.0,190207.0,59.0,31.0,14.0,125.0,1053.03,98.95,95.09,99.67,95.78,903.0,527.0,582.0,2012.0,86.0,107.0,8.0,1080.0,242.0,108.0,33.85,29.93,35.17,33.0,35.0,18.0,2042.93,1430.0,1451.81,14.62,19.02,19.39,94.17,94.8,92.64,771.73,82.72,78.91,82.42,78.65,699.0,342.0,380.0,1421.0,98.0,86.0,12.0,725.0,234.0,82.0,24.15,29.34,29.24,31.0,40.0,27.0,1409.89,1041.0,1034.29,12.65,18.73,18.73,76.64,76.46,74.83,198.53,149.58,3696.0,2472.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8480336,2025,Sean Walker,CAR,D,5on5,81,88882.0,1830.0,70.07,0.58,0.56,0.61,0.59,0.61,0.58,198.0,168.76,6.91,8.4,50.75,5.64,93.53,70.76,6.73,6.99,6.8,6.0,10.0,164.0,72.0,169.0,405.0,23.0,7.0,24.0,0.0,54.0,0.0,75.0,76.0,157.0,229.0,24.0,51.0,0.0,112.0,31.0,86.0,222.0,13.0,1.0,5.05,1.6,0.26,5.0,2.0,0.0,411.36,236.0,240.19,48.0,1.7,3.87,0.61,8.0,8.1,7.9,1830.0,231.0,170.0,312.0,1117.0,329.0,203.0,275.0,1023.0,0.0,0.0,152772.0,51.0,29.0,13.0,98.0,909.1,74.05,71.53,74.76,72.23,778.0,459.0,517.0,1754.0,64.0,91.0,7.0,967.0,194.0,76.0,30.27,24.25,19.53,28.0,29.0,7.0,1784.93,1237.0,1258.81,12.07,15.17,15.53,70.59,71.22,69.67,595.25,54.18,52.49,53.88,52.24,533.0,270.0,305.0,1108.0,65.0,58.0,5.0,579.0,181.0,43.0,19.55,22.56,12.07,26.0,30.0,9.0,1096.89,803.0,796.29,8.5,11.04,11.04,51.65,51.47,50.74,125.76,100.58,2826.0,1958.0,7.37,0.71,157.0,16.0,117.0,13.0
skaters,regular,8480336,2025,Sean Walker,CAR,D,4on5,81,8968.0,204.0,67.65,0.17,0.19,0.21,0.2,0.24,0.24,221.0,3.52,0.21,0.16,0.53,0.11,1.09,2.91,0.2,0.21,0.2,0.0,0.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,2.0,0.0,17.0,1.0,5.0,5.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,0.03,0.0,0.0,0.24,0.24,0.24,204.0,3.0,81.0,13.0,107.0,7.0,22.0,37.0,138.0,0.0,0.0,12239.0,2.0,2.0,1.0,0.0,36.54,3.42,3.36,3.42,3.36,34.0,14.0,6.0,54.0,4.0,3.0,1.0,31.0,16.0,1.0,1.02,2.18,0.23,2.0,2.0,0.0,54.0,48.0,48.0,0.41,0.46,0.46,3.36,3.36,3.35,118.22,16.74,15.19,16.74,15.19,111.0,45.0,47.0,203.0,20.0,22.0,6.0,103.0,28.0,25.0,2.84,3.47,10.43,1.0,6.0,13.0,203.0,156.0,156.0,2.96,5.97,5.97,13.73,13.73,13.22,5.75,24.28,73.0,293.0,1.2,0.0,11.0,0.0,8.0,0.0
skaters,regular,8480336,2025,Sean Walker,CAR,D,5on4,81,3579.0,94.0,46.45,0.83,0.89,0.88,0.89,0.86,0.86,128.0,9.52,0.63,0.77,2.8,0.37,5.35,3.08,0.57,0.63,0.57,1.0,0.0,7.0,6.0,7.0,20.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,6.0,7.0,13.0,1.0,2.0,0.0,1.0,1.0,2.0,9.0,4.0,0.0,0.16,0.47,0.0,0.0,0.0,0.0,20.0,13.0,13.0,1.0,0.19,0.0,0.16,0.65,0.65,0.62,94.0,35.0,1.0,6.0,52.0,12.0,10.0,12.0,60.0,0.0,0.0,11386.0,2.0,0.0,0.0,9.0,56.69,5.68,5.04,5.68,5.04,51.0,24.0,23.0,98.0,3.0,10.0,0.0,48.0,20.0,7.0,1.12,2.22,2.34,1.0,1.0,1.0,98.0,75.0,75.0,1.32,1.83,1.83,5.18,5.18,4.9,9.02,1.13,1.13,1.13,1.13,10.0,2.0,1.0,13.0,1.0,0.0,0.0,5.0,7.0,0.0,0.2,0.93,0.0,0.0,1.0,0.0,13.0,12.0,12.0,0.12,0.0,0.0,1.25,1.25,1.25,26.92,3.22,356.0,45.0,0.21,0.0,2.0,0.0,2.0,0.0
skaters,regular,8480291,2025,Skyler Brind'Amour,CAR,C,other,4,146.0,3.0,0.27,0.43,0.86,0.17,0.36,0.11,0.44,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,368.0,0.0,0.0,0.0,0.0,0.59,0.62,0.6,0.62,0.6,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.62,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.63,0.63,0.6,6.05,0.82,0.78,0.82,0.78,3.0,5.0,2.0,10.0,1.0,1.0,0.0,6.0,1.0,1.0,0.31,0.11,0.4,0.0,1.0,0.0,10.0,8.0,8.0,0.13,0.4,0.4,0.55,0.55,0.53,2.13,0.34,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8480291,2025,Skyler Brind'Amour,CAR,C,all,4,3604.0,76.0,0.61,0.4,0.56,0.51,0.52,0.4,0.56,24.0,2.28,0.13,0.12,0.72,0.08,1.13,0.83,0.12,0.14,0.14,0.0,0.0,2.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,22.0,5.0,0.0,2.0,3.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,10.75,3.0,3.36,1.0,0.03,0.0,0.0,0.15,0.17,0.16,76.0,11.0,8.0,11.0,46.0,5.0,13.0,9.0,49.0,22.0,21.0,11096.0,2.0,0.0,0.0,0.0,19.54,1.94,1.89,2.06,2.01,10.0,17.0,23.0,50.0,0.0,2.0,0.0,23.0,2.0,2.0,0.77,0.26,0.91,0.0,0.0,0.0,54.63,27.0,29.57,0.24,0.31,0.31,1.87,1.99,1.93,27.92,2.92,2.84,2.79,2.71,27.0,13.0,9.0,49.0,2.0,3.0,0.0,31.0,6.0,3.0,1.26,0.63,1.03,1.0,1.0,0.0,46.52,40.0,37.81,0.47,1.03,1.03,2.36,2.25,2.21,11.36,8.86,183.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8480291,2025,Skyler Brind'Amour,CAR,C,5on5,4,2927.0,63.0,0.61,0.41,0.53,0.6,0.53,0.47,0.57,26.0,2.28,0.13,0.12,0.72,0.08,1.13,0.83,0.12,0.14,0.14,0.0,0.0,2.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,19.0,5.0,0.0,2.0,3.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,9.75,3.0,3.36,1.0,0.03,0.0,0.0,0.15,0.17,0.16,63.0,10.0,4.0,11.0,38.0,5.0,10.0,9.0,39.0,19.0,17.0,9349.0,2.0,0.0,0.0,0.0,18.2,1.24,1.21,1.36,1.34,9.0,16.0,21.0,46.0,0.0,2.0,0.0,22.0,2.0,1.0,0.7,0.26,0.29,0.0,0.0,0.0,50.63,25.0,27.57,0.23,0.31,0.31,1.17,1.28,1.25,19.21,1.82,1.78,1.69,1.65,20.0,8.0,3.0,31.0,1.0,2.0,0.0,22.0,4.0,2.0,0.78,0.41,0.63,1.0,0.0,0.0,28.52,28.0,25.81,0.28,0.63,0.63,1.47,1.36,1.34,7.37,6.6,152.0,134.0,0.1,0.19,2.0,6.0,2.0,4.0
skaters,regular,8480291,2025,Skyler Brind'Amour,CAR,C,4on5,4,481.0,9.0,0.61,0.21,0.14,0.2,0.19,0.2,0.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,6.0,0.0,2.0,0.0,7.0,2.0,0.0,921.0,0.0,0.0,0.0,0.0,0.75,0.07,0.07,0.07,0.07,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.01,0.0,0.0,0.08,0.08,0.08,2.66,0.28,0.28,0.28,0.28,4.0,0.0,4.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,0.17,0.11,0.0,0.0,0.0,0.0,8.0,4.0,4.0,0.06,0.0,0.0,0.34,0.34,0.34,0.24,1.52,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8480291,2025,Skyler Brind'Amour,CAR,C,5on4,4,50.0,1.0,-0.13,0.0,0.08,0.0,0.5,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8481527,2025,Kaedan Korczak,VGK,D,other,78,1043.0,22.0,10.47,0.67,0.55,0.63,0.49,0.71,0.48,100.0,3.25,0.32,0.26,1.01,0.14,1.55,0.73,0.31,0.32,0.31,1.0,0.0,1.0,3.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.04,0.28,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.07,0.14,0.23,0.16,0.16,0.15,22.0,2.0,3.0,4.0,13.0,2.0,3.0,3.0,14.0,0.0,0.0,4290.0,0.0,0.0,0.0,2.0,16.58,1.67,1.59,1.67,1.59,15.0,7.0,3.0,25.0,2.0,4.0,2.0,15.0,6.0,1.0,0.61,0.73,0.33,0.0,1.0,1.0,25.0,22.0,22.0,0.31,0.71,0.71,1.28,1.28,1.25,6.53,0.81,0.81,0.81,0.81,4.0,5.0,6.0,15.0,2.0,0.0,0.0,5.0,3.0,1.0,0.22,0.37,0.23,1.0,0.0,1.0,15.0,9.0,9.0,0.12,0.0,0.0,0.93,0.93,0.93,17.09,13.79,108.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8481527,2025,Kaedan Korczak,VGK,D,all,78,74731.0,1620.0,23.2,0.54,0.54,0.51,0.53,0.52,0.53,373.0,67.27,3.01,3.77,19.24,2.1,37.22,27.65,2.92,3.01,2.92,7.0,6.0,60.0,33.0,62.0,155.0,16.0,3.0,5.0,0.0,11.0,0.0,33.0,41.0,57.0,90.0,13.0,26.0,0.0,102.0,11.0,90.0,83.0,10.0,0.0,1.86,1.15,0.0,1.0,2.0,0.0,154.81,93.0,92.37,62.0,0.78,1.54,0.6,3.19,3.2,3.12,1620.0,134.0,136.0,250.0,1100.0,221.0,198.0,200.0,1001.0,0.0,0.0,211209.0,26.0,14.0,7.0,95.0,590.3,51.97,50.07,51.86,50.0,509.0,294.0,330.0,1133.0,53.0,55.0,7.0,587.0,168.0,48.0,17.84,20.51,13.62,20.0,21.0,12.0,1126.57,803.0,797.85,8.39,12.0,12.35,48.01,47.95,47.25,549.49,43.99,42.58,44.63,43.19,453.0,302.0,339.0,1094.0,52.0,56.0,5.0,584.0,129.0,42.0,17.04,15.17,11.78,26.0,18.0,8.0,1105.24,755.0,763.32,7.61,10.59,10.59,41.01,41.44,40.75,198.28,169.59,3530.0,3187.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8481527,2025,Kaedan Korczak,VGK,D,5on5,78,71541.0,1530.0,23.2,0.55,0.53,0.52,0.52,0.52,0.52,339.0,63.3,2.54,3.49,18.11,1.93,35.47,26.47,2.46,2.54,2.46,6.0,6.0,59.0,29.0,60.0,148.0,15.0,3.0,4.0,0.0,11.0,0.0,32.0,38.0,56.0,85.0,13.0,26.0,0.0,99.0,10.0,90.0,81.0,7.0,0.0,1.82,0.72,0.0,1.0,2.0,0.0,147.81,88.0,87.37,62.0,0.71,1.39,0.22,3.03,3.03,2.96,1530.0,128.0,118.0,243.0,1041.0,213.0,185.0,186.0,946.0,0.0,0.0,166078.0,26.0,14.0,7.0,89.0,564.04,49.14,47.37,49.03,47.3,484.0,284.0,326.0,1094.0,51.0,49.0,5.0,565.0,158.0,45.0,17.05,19.27,12.82,20.0,20.0,11.0,1087.57,768.0,762.85,7.96,11.0,11.35,45.75,45.69,45.02,511.77,39.44,38.18,40.07,38.79,421.0,283.0,323.0,1027.0,44.0,52.0,5.0,555.0,113.0,36.0,16.0,13.29,10.14,24.0,15.0,5.0,1038.24,704.0,712.32,6.81,9.73,9.73,36.52,36.95,36.34,115.2,101.32,2642.0,2428.0,4.09,0.43,97.0,18.0,72.0,15.0
skaters,regular,8481527,2025,Kaedan Korczak,VGK,D,4on5,78,1945.0,51.0,6.7,0.21,0.18,0.16,0.12,0.18,0.13,115.0,0.72,0.15,0.03,0.12,0.03,0.21,0.46,0.15,0.15,0.15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.15,0.01,0.01,0.01,51.0,0.0,15.0,2.0,34.0,5.0,8.0,9.0,29.0,0.0,0.0,6096.0,0.0,0.0,0.0,1.0,6.75,0.94,0.9,0.94,0.9,6.0,3.0,0.0,9.0,0.0,2.0,0.0,4.0,3.0,2.0,0.07,0.41,0.47,0.0,0.0,0.0,9.0,9.0,9.0,0.08,0.3,0.3,0.72,0.72,0.72,29.48,3.52,3.36,3.52,3.36,27.0,13.0,8.0,48.0,5.0,4.0,0.0,23.0,13.0,4.0,0.82,1.51,1.2,1.0,3.0,1.0,48.0,40.0,40.0,0.65,0.86,0.86,3.31,3.31,3.23,1.73,8.01,22.0,169.0,0.25,0.02,1.0,1.0,1.0,1.0
skaters,regular,8481527,2025,Kaedan Korczak,VGK,D,5on4,78,202.0,17.0,4.6,0.95,0.91,0.5,0.9,0.67,0.87,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,1.0,12.0,1.0,2.0,2.0,12.0,0.0,0.0,4274.0,0.0,0.0,0.0,0.0,1.48,0.13,0.12,0.13,0.12,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.02,0.11,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.03,0.0,0.0,0.15,0.15,0.15,0.76,0.01,0.01,0.01,0.01,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.01,0.0,0.0,0.01,0.01,0.01,8.0,0.8,120.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
